title,description,Thriller,Classics,Romance,Mystery,Science,Literature,Fantasy,Historical,Fiction
Lisey's Story,"Lisey Debusher Landon lost her husband, Scott, two years ago, after a twenty-five year marriage of the most profound and sometimes frightening intimacy. Scott was an award-winning, bestselling novelist and a very complicated man. Early in their relationship, before they married, Lisey had to learn from him about books and blood and bools. Later, she understood that there was a place Scott went--a place that both terrified and healed him, that could eat him alive or give him the ideas he needed in order to live. Now it's Lisey's turn to face Scott's demons, Lisey's turn to go to Boo'ya Moon. What begins as a widow's efforts to sort through the papers of her celebrated husband becomes a nearly fatal journey into the darkness he inhabited. Perhaps King's most personal and powerful novel, Lisey's Story is about the wellsprings of creativity, the temptations of madness, and the secret language of love. (front flap)",1,0,1,1,0,0,1,0,1
The Trials of Apollo #1The Hidden Oracle,"How do you punish an immortal?By making him human.After angering his father Zeus, the god Apollo is cast down from Olympus. Weak and disorientated, he lands in New York City as a regular teenage boy. Now, without his godly powers, the four-thousand-year-old deity must learn to survive in the modern world until he can somehow find a way to regain Zeus's favour.But Apollo has many enemies—gods, monsters and mortals who would love to see the former Olympian permanently destroyed. Apollo needs help, and he can think of only one place to go... an enclave of modern demigods known as Camp Half-Blood.",0,0,0,0,0,0,1,0,1
"Take Command: Find Your Inner Strength, Build Enduring Relationships, and Live the Life You Want","Take command of your future with this groundbreaking, Wall Street Journal bestseller, from the experts who brought you How to Win Friends and Influence People.Take Command offers powerful tools and time-tested methods to help you live an intentional life by transforming how you approach your thoughts, emotions, relationships, and future. Filled with stories of everyday people and based on expert research and interviews with more than a hundred high-performing leaders, Take Command gives you the strategies you need to unlock your full potential and create the life you want.Written by Joe Hart (CEO) and Michael Crom (Board Member) of Dale Carnegie & Associates, Take Command is a modern manual for personal development that will help anyone, at any age. It is structured around questions geared to encourage self-reflection, such -How do we use the power of mindset to deal with stress and anxiety, gain perspective on negative emotions, and build resilience?-Once we understand our inner lives, how do we create enriching, rewarding, and enduring relationships?-How do we deal with difficult people and manage conflict?-After mastering our thoughts and relationships, how do we live courageously and intentionally to build a vision that will bring out the best in ourselves and other people?For more than one hundred years, the wisdom of Dale Carnegie’s How to Win Friends and Influence People has provided people around the world with richer, more fulfilling relationships and a happier way of life. Now, Take Command combines decades of Dale Carnegie’s award-winning training and timeless principles—ones that have transformed the personal and professional lives of millions—into a master text that tells you everything you need to know about the art of human relations.",0,0,1,0,0,0,0,0,0
Gabriel's Inferno  #1Gabriel's Inferno,"Enigmatic and sexy, Professor Gabriel Emerson is a well respected Dante specialist by day, but by night he devotes himself to an uninhibited life of pleasure. He uses his notorious good looks and sophisticated charm to gratify his every whim, but is secretly tortured by his dark past and consumed by the profound belief that he is beyond all hope of redemption.When the sweet and innocent Julia Mitchell enrolls as his graduate student, his attraction and mysterious connection to her not only jeopardizes his career, but sends him on a journey in which his past and his present collide.An intriguing and sinful exploration of seduction, forbidden love and redemption, ""Gabriel's Inferno"" is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible...forgiveness and love.",0,0,1,0,0,0,0,0,1
Mary Russell and Sherlock Holmes #1The Beekeeper's Apprentice,"Long retired, Sherlock Holmes quietly pursues his study of honeybee behavior on the Sussex Downs. He never imagines he would encounter anyone whose intellect matched his own, much less an audacious teenage girl with a penchant for detection. Miss Mary Russell becomes Holmes's pupil and quickly hones her talent for deduction, disguises and danger. But when an elusive villain enters the picture, their partnership is put to a real test.",1,0,0,1,0,0,0,1,1
Turtles All the Way Down,"JOHN GREEN, the acclaimed author of Looking for Alaska and The Fault in Our Stars, returns with a story of shattering, unflinching clarity in this brilliant novel of love, resilience, and the power of lifelong friendship.Aza Holmes never intended to pursue the disappearance of fugitive billionaire Russell Pickett, but there’s a hundred-thousand-dollar reward at stake and her Best and Most Fearless Friend, Daisy, is eager to investigate. So together, they navigate the short distance and broad divides that separate them from Pickett’s son Davis. Aza is trying. She is trying to be a good daughter, a good friend, a good student, and maybe even a good detective, while also living within the ever-tightening spiral of her own thoughts.",0,0,1,0,0,0,0,0,1
The Painted Bird,"A harrowing story that follows the wanderings of a boy abandoned by his parents during World War II, The Painted Bird is a dark novel that examines the proximity of terror and savagery to innocence and love.",0,1,0,0,0,1,0,1,1
"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History","At the same time Adolf Hitler was attempting to take over the western world, his armies were methodically seeking and hoarding the finest art treasures in Europe. The Fuehrer had begun cataloguing the art he planned to collect as well as the art he would destroy: ""degenerate"" works he despised.In a race against time, behind enemy lines, often unarmed, a special force of American and British museum directors, curators, art historians, and others, called the Momuments Men, risked their lives scouring Europe to prevent the destruction of thousands of years of culture.Focusing on the eleven-month period between D-Day and V-E Day, this fascinating account follows six Monuments Men and their impossible mission to save the world's great art from the Nazis.",0,0,0,0,0,0,0,1,0
Truly Devious #3The Hand on the Wall,"Ellingham Academy must be cursed. Three people are now dead. One, a victim of either a prank gone wrong or a murder. Another, dead by misadventure. And now, an accident in Burlington has claimed another life. All three in the wrong place at the wrong time. All at the exact moment of Stevie’s greatest triumph . . .She knows who Truly Devious is. She’s solved it. The greatest case of the century.At least, she thinks she has. With this latest tragedy, it’s hard to concentrate on the past. Not only has someone died in town, but David disappeared of his own free will and is up to something. Stevie is sure that somehow—somehow—all these things connect. The three deaths in the present. The deaths in the past. The missing Alice Ellingham and the missing David Eastman. Somewhere in this place of riddles and puzzles there must be answers.Then another accident occurs as a massive storm heads toward Vermont. This is too much for the parents and administrators. Ellingham Academy is evacuated. Obviously, it’s time for Stevie to do something stupid. It’s time to stay on the mountain and face the storm—and a murderer.In the tantalizing finale to the Truly Devious trilogy, New York Times bestselling author Maureen Johnson expertly tangles her dual narrative threads and ignites an explosive end for all who’ve walked through Ellingham Academy.New York Times bestselling author Maureen Johnson delivers the witty and pulse-pounding conclusion to the Truly Devious series as Stevie Bell solves the mystery that has haunted Ellingham Academy for over 75 years.",1,0,0,1,0,0,0,0,1
Wives and Daughters,"Wives and Daughters is a novel by Elizabeth Gaskell, first published in the Cornhill Magazine as a serial from August 1864 to January 1866. It was partly written whilst Gaskell was staying with the salon hostess Mary Elizabeth Mohl at her home on the Rue de Bac in Paris. When Mrs Gaskell died suddenly in 1865, it was not quite complete, and the last section was written by Frederick Greenwood.",0,1,1,0,0,1,0,1,1
Hunger,"One of the most important and controversial writers of the 20th century, Knut Hamsun made literary history with the publication in 1890 of this powerful, autobiographical novel recounting the abject poverty, hunger and despair of a young writer struggling to achieve self-discovery and its ultimate artistic expression. The book brilliantly probes the psychodynamics of alienation, obsession, and self-destruction, painting an unforgettable portrait of a man driven by forces beyond his control to the edge of the abyss. Hamsun influenced many of the major 20th-century writers who followed him, including Kafka, Joyce and Henry Miller. Required reading in world literature courses, the highly influential, landmark novel will also find a wide audience among lovers of books that probe the ""unexplored crannies in the human soul"" (George Egerton).",0,1,0,0,0,1,0,0,1
A Doll's House,"A Doll's House (1879), is a masterpiece of theatrical craft which, for the first time portrayed the tragic hypocrisy of Victorian middle class marriage on the stage. The play ushered in a new social era and ""exploded like a bomb into contemporary life"".  
The Student Edition contains these exclusive features: 

·         A chronology of the playwright's life and work
·         An introduction giving the background of the play
·         Commentary on themes, characters. language and style
·         Notes on individual words and phrases in the text
·         Questions for further study
·         Bibliography for further reading.",0,1,0,0,0,0,0,0,1
Amadeus,"Ambition and jealousyall set to music. Devout court composer Antonio Salieri plots against his rival, the dissolute but supremely talented Wolfgang Amadeus Mozart. How far will Salieri go to achieve the fame that Mozart disregards? The 1981 Tony Award winner for Best Play.  An L.A. Theatre Works full cast performance featuring:   Steven Brand as Baron van Swieten James Callis as Mozart Michael Emerson as Salieri Darren Richardson as Venticello 2 Alan Shearman as Count Orsini-Rosenberg Mark Jude Sullivan as Venticello 1 Simon Templeman as Joseph II Brian Tichnell as Count Johann Kilian Von Strack Jocelyn Towne as Constanze  Directed by Rosalind Ayres. Recorded in Los Angeles before a live audience at The James Bridges Theater, UCLA in September of 2016.",0,1,0,0,0,0,0,1,1
American Gods #1American Gods,"Days before his release from prison, Shadow's wife, Laura, dies in a mysterious car crash. Numbly, he makes his way back home. On the plane, he encounters the enigmatic Mr Wednesday, who claims to be a refugee from a distant war, a former god and the king of America. Together they embark on a profoundly strange journey across the heart of the USA, whilst all around them a storm of preternatural and epic proportions threatens to break.Scary, gripping and deeply unsettling, American Gods takes a long, hard look into the soul of America. You'll be surprised by what - and who - it finds there...",0,0,0,0,1,0,1,0,1
Chaos Walking #1-3Chaos Walking: A Trilogy,"Series 1 & 3 3 Books Set 2 Paperback 1 Hardback £ 30.97 Brand New Titles in This Set The Knife of Never Letting Go The Ask and the Answer Monsters of Men Description in This Set The Knife of Never Letting Go Imagine you're the only boy in a town of men. And you can hear everything they think. And they can hear everything you think. Imagine you don't fit in with their plans... Todd Hewitt is just one month away from the birthday that will make him a man. But his town has been keeping secrets from him. Secrets that are going to force him to run... The Ask and the Answer Fleeing before a relentless army, Todd has carried a desperately wounded Viola right into the hands of their worst enemy, Mayor Prentiss. Immediately separated from Viola and imprisoned, Todd is forced to learn the ways of the Mayor's new order. But what secrets are hiding just outside of town? And where is Viola? Is she even still alive? And who are the mysterious Answer? And then, one day, the bombs begin to explode... The Ask and the Answer is a tense, shocking and deeply moving novel of resistance under the most extreme pressure. Monsters of Men ""War,"" says the Mayor. ""At last."" Three armies march on New Prentisstown, each one intent on destroying the others. Todd and Viola are caught in the middle, with no chance of escape. As the battles commence, how can they hope to stop the fighting? How can there ever be peace when they're so hopelessly outnumbered? And if war makes monsters of men, what terrible choices await? But then a third voice breaks into the battle, one bent on revenge... The electrifying finale to the award-winning Chaos Walking trilogy, Monsters of Men is a heart-stopping novel about power, survival, and the devastating realities of war.",0,0,0,0,1,0,1,0,1
Interview with a Master #1Interview with a Master,"It's the interview like no other.It's the interview of a lifetime.It's THE Interview with a Master.When Jonah Noble reveals details of his life within the world of BDSM, the tale he tells is intensely erotic, profoundly sensual, and brutally honest.This is His world. His way.There is only one question the man will not answer…(BDSM erotica from a man's POV, written by a man. Contains some explicit language)",0,0,1,0,0,0,0,0,0
The Maid's Diary,"Kit Darling is a maid with a snooping problem. She’s the “invisible girl,” compelled to poke into her wealthy clients’ closely guarded lives. It’s a harmless hobby until Kit sees something she can’t unsee in the home of her brand-new clients: a secret so dark it could destroy the privileged couple expecting their first child. This makes Kit dangerous to the couple. In turn, it makes the couple—who might kill to keep their secret—dangerous to Kit.When homicide cop Mallory Van Alst is called to a scene at a luxury waterfront home known as the Glass House, she’s confronted with evidence of a violent attack so bloody it’s improbable the victim is alive. But there’s no body. The homeowners are gone. And their maid is missing. The only witness is the elderly woman next door, who woke to screams in the night. The neighbor was also the last person to see Kit Darling alive.As Mal begins to uncover the secret that has sent the lives of everyone involved on a devious and inescapable collision course, she realizes that nothing is quite as it seems. And no one escapes their past.",1,0,0,1,0,0,0,0,1
Black Magic,"Witches, spells, ghosts, pacts with the Devil, occult rituals, love triangles, popes and the Anti-Christ are some of the ingredients of this chilling early horror work (set in the middle-ages) by Marjorie Bowen that some consider to be the ultimate Gothic Novel.",0,1,0,0,0,0,1,0,1
The Summer that Melted Everything,"Fielding Bliss has never forgotten the summer of 1984:the year a heatwave scorched the small town of Breathed, Ohio.The year he became friends with the devil.When local prosecutor Autopsy Bliss publishes an invitation to the devil to come to the country town of Breathed, Ohio, nobody quite expected that he would turn up. They especially didn't expect him to turn up a tattered and bruised thirteen-year-old boy.Fielding, the son of Autopsy, finds the boy outside the courthouse and brings him home, and he is welcomed into the Bliss family. The Blisses believe the boy, who calls himself Sal, is a runaway from a nearby farm town. Then, as a series of strange incidents implicate Sal — and riled by the feverish heatwave baking the town from the inside out — there are some around town who start to believe that maybe Sal is exactly who he claims to be.But whether he's a traumatised child or the devil incarnate, Sal is certainly one strange fruit: he talks in riddles, his uncanny knowledge and understanding reaches far outside the realm of a normal child — and ultimately his eerily affecting stories of Heaven, Hell, and earth will mesmerise and enflame the entire town.Devastatingly beautiful, The Summer That Melted Everything is a captivating story about community, redemption, and the dark places where evil really lies.",0,0,0,0,0,0,1,1,1
Warriors Manga #4The Rise of Scourge,"When kittypet Tiny crosses paths with some wild forest cats defending their territory, he is left with scars—and a bitter, deep-seated grudge. As his reputation grows among the strays and loners that live in the dirty brick alleyways of Twolegplace, he changes his name to Scourge and puts everything about his old life behind him—except his deadly desire for revenge.",0,0,0,0,0,0,1,0,0
The Right Stuff,"Tom Wolfe at his very best"" (The New York Times Book Review), The Right Stuff is the basis for the 1983 Oscar Award-winning film of the same name and the 8-part Disney+ TV mini-series.From ""America's nerviest journalist"" (Newsweek)--a breath-taking epic, a magnificent adventure story, and an investigation into the true heroism and courage of the first Americans to conquer space. ""Millions of words have poured forth about man's trip to the moon, but until now few people have had a sense of the most engrossing side of the adventure; namely, what went on in the minds of the astronauts themselves - in space, on the moon, and even during certain odysseys on earth. It is this, the inner life of the astronauts, that Tom Wolfe describes with his almost uncanny empathetic powers, that made The Right Stuff a classic.",0,1,0,0,1,0,0,0,0
"The Original Shannara Trilogy #2, part 2 of 3The Druid of Shannara","In the three hundred years since the death of the Druid Allanon, the mysterious, evil Shadowen have seized control and are ruining the Four Lands. Using Cogline as messenger, the shade of Allanon summons the four scions of Shannara: Par, Coll, Wren, and Walker Boh. To Walker Boh he gives the duty of restoring the lost Druid's Keep, Paranor. For that, Walker needs the black Elfstone, but his search leads him only to a trap.Meanwhile, the King of the Silver River, a fabulous being as old as mankind, creates a daughter named Quickening and sends her to help. She is joined by Morgan Leah and Pe Ell, an assassin who plans eventually to kill her.They find Walker Boh dying after an attack by the Shadowen, Rimmer Dall. Quickening heals him and tells him that the Elfstone is in the hands of another ancient being, the Stone King, who seeks to turn all the world to stone.The journey will lead them to the far north, through the Charnal Mountains and beyond, into a perilous and unknown land. And no one knows what horrible monsters the Stone King has set to guard his citadel.",0,0,0,0,1,0,1,0,1
Another Kind #1Child of Another Kind,"A little girl can look at someone and know their past. How? Why?Single mom Cynthia Pace has her hands full with her uniquely gifted child. She has no idea how or why Maddie does the things she does, and neither does her daughter. But there is an answer, discovered by mother and child only after tragedy strikes.Then all becomes clear, except now they are millions of miles apart.From the bestselling author of Time Chain comes a novel rooted in the intricacies of human emotion and our enduring fascination with the universe in which we live.",0,0,0,1,1,0,0,0,1
Malgudi Days,"Four gems, with new introductions, mark acclaimed Indian writer R. K. Narayan’s centennialIntroducing this collection of stories, R. K. Narayan describes how in India “the writer has only to look out of the window to pick up a character and thereby a story.” Composed of powerful, magical portraits of all kinds of people, and comprising stories written over almost forty years, Malgudi Days presents Narayan’s imaginary city in full color, revealing the essence of India and of human experience. This edition includes an introduction by Pulitzer Prize- winning author Jhumpa Lahiri. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",0,1,0,0,0,1,0,0,1
Dakota Son,"Sean Foster has lived with cystic fibrosis his entire life. He falls in love with Jen, a girl with a dark, emotionally painful past. Living with chronic illness, Sean knows a little something about overcoming pain. But when he meets her family, his courage will be put to the test. Jens father, Diego, is a disabled military veteran. He is being mentally and physically abused by his wife, due to his role in the death of Jen's brother. Accompanied by a mysterious, supernatural, presence, it will fall to Sean to play the hero. All while navigating a life with chronic illness, and chasing his dreams in California.",0,0,0,0,0,0,0,0,1
The Westing Game,"A bizarre chain of events begins when sixteen unlikely people gather for the reading of Samuel W. Westing's will. And though no one knows why the eccentric, game-loving millionaire has chosen a virtual stranger—and a possible murderer—to inherit his vast fortune, one thing's for sure: Sam Westing may be dead ... but that won't stop him from playing one last game!",1,1,0,1,0,0,0,0,1
The Purpose Driven Life: What on Earth Am I Here for?,"This book will help you understand why you are alive and God's amazing plan for you - both the here and now, and for eternity. Rick Warren will guide you through a personal 40 day spiritual journey that will transform your answers to life's most important What on earth am I here for?",0,0,0,0,0,0,0,0,0
The Shepherd King #2Two Twisted Crowns,"In the luscious, dark sequel to One Dark Window, Elspeth must face the consequences of what she's wrought - perfect for readers of Hannah Whitten's For the Wolf and Alexis Henderson's The Year of the Witching.Elspeth and Ravyn have gathered most of the twelve Providence Cards, but the last, and most important one remains to be found: The Twin Alders.If they are going to find it before the Solstice and cure the kingdom of the dark magic infecting it, they will need to journey beyond the dangerous mist-cloaked forest that surrounds their kingdom.And the only one who can lead them there is the monster that shares Elspeth's head. The Nightmare. And he's not eager to share any longer.",0,0,1,0,0,0,1,0,1
Ash #1Ash,"
Cinderella retold
In the wake of her father's death, Ash is left at the mercy of her cruel stepmother. Consumed with grief, her only joy comes by the light of the dying hearth fire, rereading the fairy tales her mother once told her. In her dreams, someday the fairies will steal her away, as they are said to do. When she meets the dark and dangerous fairy Sidhean, she believes that her wish may be granted.The day that Ash meets Kaisa, the King's Huntress, her heart begins to change. Instead of chasing fairies, Ash learns to hunt with Kaisa. Though their friendship is as delicate as a new bloom, it reawakens Ash's capacity for love-and her desire to live. But Sidhean has already claimed Ash for his own, and she must make a choice between fairy tale dreams and true love.Entrancing, empowering, and romantic, Ash is about the connection between life and love, and solitude and death, where transformation can come from even the deepest grief.",0,0,1,0,0,0,1,0,1
Matthew Corbett #1Speaks the Nightbird,"The Carolinas, 1699: The citizens of Fount Royal believe a witch has cursed their town with inexplicable tragedies, and they demand that beautiful widow Rachel Howarth be tried and executed for witchcraft. Presiding over the trial is traveling magistrate Issac Woodward, aided by his astute young clerk, Matthew Corbett. Believing in Rachel's innocence, Matthew will soon confront the true evil at work in Fount Royal.After hearing damning testimony, magistrate Woodward sentences the accused witch to death by burning. Desperate to exonerate the woman he has come to love, Matthew begins his own investigation among the townspeople. Piecing together the truth, he has no choice but to vanquish a force more malevolent than witchcraft in order to save his beloved Rachel and free Fount Royal from the menace claiming innocent lives.",1,0,0,1,0,0,0,1,1
Why I Am Not a Christian and Other Essays on Religion and Related Subjects,"Dedicated as few men have been to the life of reason, Bertrand Russell has always been concerned with the basic questions to which religion also addresses itself -- questions about man's place in the universe and the nature of the good life, questions that involve life after death, morality, freedom, education, and sexual ethics. He brings to his treatment of these questions the same courage, scrupulous logic, and lofty wisdom for which his other work as philosopher, writer, and teacher has been famous. These qualities make the essays included in this book perhaps the most graceful and moving presentation of the freethinker's position since the days of Hume and Voltaire.  ""I am as firmly convinced that religions do harm as I am that they are untrue,"" Russell declares in his Preface, and his reasoned opposition to any system or dogma which he feels may shackle man's mind runs through all the essays in this book, whether they were written as early as 1899 or as late as 1954.  The book has been edited, with Lord Russell's full approval and cooperation, by Professor Paul Edwards of the Philosophy Department of New York University. In an Appendix, Professor Edwards contributes a full account of the highly controversial ""Bertrand Russell Case"" of 1940, in which Russell was judicially declared ""unfit"" to teach philosophy at the College of the City of New York.  Whether the reader shares or rejects Bertrand Russell's views, he will find this book an invigorating challenge to set notions, a masterly statement of a philosophical position, and a pure joy to read.Why I am not a Christian --Has religion made useful contributions to civilization? --What I believe --Do we survive death? --Seems, madam? Nay, it is --Free man's worship --On Catholic and Protestant skeptics --Life in the Middle Ages --Fate of Thomas Paine --Nice people --New generation --Our sexual ethics --Freedom and the colleges --Can religion cure our troubles? --Religion and morals --Appendix: How Bertrand Russell was prevented from teaching at the College of the City of New York",0,1,0,0,1,0,0,0,0
The Future of an Illusion,"In the manner of the eighteenth-century philosopher, Freud argued that religion and science were mortal enemies. Early in the century, he began to think about religion psychoanalytically and to discuss it in his writings. The Future of an Illusion (1927), Freud's best known and most emphatic psychoanalytic exploration of religion, is the culmination of a lifelong pattern of thinking.",0,1,0,0,1,0,0,0,0
Helping the Retarded to Know God,,0,0,0,0,0,0,0,0,0
I Am Legend and Other Stories,"Robert Neville is the last living man on Earth...but he is not alone. Every other man, woman, and child on Earth has become a vampire, and they are all hungry for Neville's blood.By day, he is the hunter, stalking the sleeping undead through the abandoned ruins of civilization. By night, he barricades himself in his home and prays for dawn.How long can one man survive in a world of vampires?I am legend --Buried talents --The near departed --Prey --Witch war --Dance of the dead --Dress of white silk --Mad house --The funeral --From shadowed places --Person to person.",0,0,0,0,1,0,1,0,1
Percy Jackson and the OlympiansThe Demigod Files,"How do you handle an encounter with Medusa on the New Jersey interstate? What's the best way to take down a minotaur? Become an expert on everything in Percy's world with this must-have guide to the Percy Jackson and the Olympians series. Complete with interviews, puzzles, games, and original short stories by Rick Riordan.",0,0,0,0,0,0,1,0,1
All Quiet on the Western Front/The Road Back #3Three Comrades,"The year is 1928. On the outskirts of a large German city, three young men are earning a thin and precarious living. Fully armed young storm troopers swagger in the streets. Restlessness, poverty, and violence are everywhere. For these three, friendship is the only refuge from the chaos around them. Then the youngest of them falls in love, and brings into the group a young woman who will become a comrade as well, as they are all tested in ways they can never have imagined. . . .Written with the same overwhelming simplicity and directness that made All Quiet on the Western Front a classic, Three Comrades portrays the greatness of the human spirit, manifested through characters who must find the inner resources to live in a world they did not make, but must endure.",0,1,1,0,0,1,0,1,1
An Accidental Goddess,"Raheiran Special Forces captain Gillaine Davré has just woken up in some unknown space way station, wondering where the last three hundred years have gone. The last thing she remembers is her ship being attacked. Now it seems that while she was time-traveling, she was ordained a goddess…. Gillaine’s only hope of survival rests with dangerously seductive Admiral Mack Makarian, who suspects her of being a smuggler—or worse. But he can’t begin to imagine the full extent of it. For Gillaine is now Lady Kiasidira, holy icon to countless believers, including Mack—a man who inspires feelings in her that are far from saintly…feelings she knows are mutual. But when their flirtation is interrupted by a treacherous enemy from the past, Gillaine’s secret—and secret desires—could destroy them both….",0,0,1,0,1,0,1,0,1
Games of Command,"The universe isn’t what it used to be.With the new Alliance between the Triad and the United Coalition, Captain Tasha “Sass” Sebastian finds herself serving under her former nemesis, biocybe Admiral Branden Kel-Paten—and doing her best to hide a deadly past. But when an injured mercenary winds up in their ship’s sick bay—and in the hands of her best friend, Dr. Eden Fynn–Sass’s efforts may be wasted.Wanted rebel Jace Serafino has information that could expose all of Sass’s secrets, tear the fragile Alliance apart—and end Sass’s career if Kel-Paten discovers them. But the biocybe has something to hide as well, something once thought impossible for his kind to feelings . . . for Sass. Soon it’s clear that their prisoner could bring down everything they once believed was worth dying for—and everything they now have to live for.",0,0,1,0,1,0,0,0,1
Marley and Me: Life and Love With the World’s Worst Dog,"John and Jenny were young and deeply in love, with a perfect little house and not a care in the world. Then they brought home Marley, a wiggly yellow furball of a puppy. Life would never be the same.Marley quickly grew into an uncontrollable ninety-seven-pound steamroller of a Labrador retriever. Expelled from obedience school, even the tranquillisers prescribed by the vet couldn't stop him.Yet through the chaos and the hilarity, he won hearts and remained a steadfast model of devotion to his family, even when they were at their wits' end. Unconditional love, they would learn, comes in many forms.",0,0,0,0,0,0,0,0,0
The Chronicles of Amber #1-10The Great Book of Amber,"Alternate cover edition can be found  here Roger Zelazny's chronicles of Amber have earned their place as all-time classics of imaginative literature. Now, here are all ten novels, together in one magnificent omnibus volume. Witness the titanic battle for supremacy waged on Earth, in the Courts of Chaos, and on a magical world of mystery, adventure and romance.--back cover",0,1,0,0,1,0,1,0,1
The Waves,"Set on the coast of England against the vivid background of the sea, The Waves introduces six characters—three men and three women—who are grappling with the death of a beloved friend, Percival. Instead of describing their outward expressions of grief, Virginia Woolf draws her characters from the inside, revealing them through their thoughts and interior soliloquies. As their understanding of nature’s trials grows, the chorus of narrative voices blends together in miraculous harmony, remarking not only on the inevitable death of individuals but on the eternal connection of everyone. The novel that most epitomizes Virginia Woolf’s theories of fiction in the working form, The Waves is an amazing book very much ahead of its time. It is a poetic dreamscape, visual, experimental, and thrilling.",0,1,0,0,0,1,0,0,1
The Dresden Files #9White Night,"Wizard Harry Dresden must investigate his own flesh and blood when a series of killings strike Chicago’s magic practitioners in this novel in the #1 New York Times bestselling series.Someone is targeting the members of the city’s supernatural underclass—those who don’t possess enough power to become full-fledged wizards. Some have vanished. Others appear to be victims of suicide. But now the culprit has left a calling card at one of the crime scenes—a message for Harry Dresden. Harry sets out to find the apparent serial killer, but his investigation turns up evidence pointing to the one suspect he cannot possibly believe guilty: his half-brother, Thomas. To clear his brother’s name, Harry rushes into a supernatural power struggle that renders him outnumbered, outclassed, and dangerously susceptible to temptation. And Harry knows that if he screws this one up, people will die—and one of them will be his brother...",0,0,0,1,0,0,1,0,1
City of Girls,"""Life is both fleeting and dangerous, and there is no point in denying yourself pleasure, or being anything other than what you are.""Beloved author Elizabeth Gilbert returns to fiction with a unique love story set in the New York City theater world during the 1940s. Told from the perspective of an older woman as she looks back on her youth with both pleasure and regret (but mostly pleasure), City of Girls explores themes of female sexuality and promiscuity, as well as the idiosyncrasies of true love.In 1940, nineteen-year-old Vivian Morris has just been kicked out of Vassar College, owing to her lackluster freshman-year performance. Her affluent parents send her to Manhattan to live with her Aunt Peg, who owns a flamboyant, crumbling midtown theater called the Lily Playhouse. There Vivian is introduced to an entire cosmos of unconventional and charismatic characters, from the fun-chasing showgirls to a sexy male actor, a grand-dame actress, a lady-killer writer, and no-nonsense stage manager. But when Vivian makes a personal mistake that results in professional scandal, it turns her new world upside down in ways that it will take her years to fully understand. Ultimately, though, it leads her to a new understanding of the kind of life she craves - and the kind of freedom it takes to pursue it. It will also lead to the love of her life, a love that stands out from all the rest.Now ninety-five years old and telling her story at last, Vivian recalls how the events of those years altered the course of her life - and the gusto and autonomy with which she approached it. ""At some point in a woman's life, she just gets tired of being ashamed all the time,"" she muses. ""After that, she is free to become whoever she truly is."" Written with a powerful wisdom about human desire and connection, City of Girls is a love story like no other.",0,0,1,0,0,0,0,1,1
The Woman in Black,"What real reader does not yearn, somewhere in the recesses of his or her heart, for a really literate, first-class thriller--one that chills the body, but warms the soul with plot, perception, and language at once astute and vivid? In other words, a ghost story written by Jane Austen?Alas, we cannot give you Austen, but Susan Hill's remarkable Woman In Black comes as close as our era can provide. Set on the obligatory English moor, on an isolated causeway, the story has as its hero Arthur Kipps, an up-and-coming young solicitor who has come north from London to attend the funeral and settle the affairs of Mrs. Alice Drablow of Eel Marsh House. The routine formalities he anticipates give way to a tumble of events and secrets more sinister and terrifying than any nightmare: the rocking chair in the deserted nursery, the eerie sound of a pony and trap, a child's scream in the fog, and most dreadfully--and for Kipps most tragically--The Woman In Black.The Woman In Black is both a brilliant exercise in atmosphere and controlled horror and a delicious spine-tingler--proof positive that this neglected genre, the ghost story, isn't dead after all.",0,1,0,1,0,0,0,1,1
